"Date"	"Time"	"Total volume"	"Reverse volume"	"Flow rate"	"On time"	"Temperature (medium)"	"Status"	"Min. flow rate"	"Max. flow rate"	"Error time"	"Forward volume"	"Temperature (environment)"	"Overload time"	"ac_id"
2019-03-19	13	45.935	"0.000 m³"	"0.316 m³/h"	"3143 h"	32.6	NA	"0.351 m³/h"	"0.447 m³/h"	"0 h"	"45.935 m³"	28.2	"0 s"	"6269109550"
2019-03-19	14	46.266	"0.000 m³"	"0.328 m³/h"	"3144 h"	32.6	NA	"0.327 m³/h"	"0.332 m³/h"	"0 h"	"46.266 m³"	28.6	"0 s"	"6269109550"
2019-03-19	15	46.698	"0.000 m³"	"0.489 m³/h"	"3145 h"	32.7	NA	"0.363 m³/h"	"0.464 m³/h"	"0 h"	"46.698 m³"	28.8	"0 s"	"6269109550"
2019-03-19	16	47.121	"0.000 m³"	"0.289 m³/h"	"3146 h"	32.6	NA	"0.326 m³/h"	"0.482 m³/h"	"0 h"	"47.121 m³"	28.4	"0 s"	"6269109550"
2019-03-19	17	47.374	"0.000 m³"	"0.233 m³/h"	"3147 h"	32.5	NA	"0.234 m³/h"	"0.279 m³/h"	"0 h"	"47.374 m³"	27.4	"0 s"	"6269109550"
2019-03-19	18	47.529	"0.000 m³"	"0.010 m³/h"	"3148 h"	31.7	NA	"0.019 m³/h"	"0.224 m³/h"	"0 h"	"47.529 m³"	25.1	"0 s"	"6269109550"
2019-03-19	19	47.555	"0.000 m³"	"0.040 m³/h"	"3149 h"	31.9	NA	"0.019 m³/h"	"0.035 m³/h"	"0 h"	"47.555 m³"	23.7	"0 s"	"6269109550"
2019-03-19	20	47.61	"0.000 m³"	"0.040 m³/h"	"3150 h"	31.7	NA	"0.039 m³/h"	"0.075 m³/h"	"0 h"	"47.610 m³"	22.9	"0 s"	"6269109550"
2019-03-19	21	47.671	"0.000 m³"	"0.248 m³/h"	"3151 h"	32.1	NA	"0.024 m³/h"	"0.168 m³/h"	"0 h"	"47.671 m³"	22.2	"0 s"	"6269109550"
2019-03-19	22	48.164	"0.000 m³"	"0.919 m³/h"	"3152 h"	32.8	NA	"0.247 m³/h"	"0.846 m³/h"	"0 h"	"48.164 m³"	22.2	"0 s"	"6269109550"
2019-03-19	23	49.242	"0.000 m³"	"1.216 m³/h"	"3153 h"	33.1	NA	"0.959 m³/h"	"1.187 m³/h"	"0 h"	"49.242 m³"	22	"0 s"	"6269109550"
2019-03-14	0	25.8	"0.000 m³"	"0.000 m³/h"	"3007 h"	21.3	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"25.800 m³"	18.1	"0 s"	"6550230000"
2019-03-14	1	25.8	"0.000 m³"	"0.000 m³/h"	"3008 h"	21.4	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"25.800 m³"	17.5	"0 s"	"6550230000"
2019-03-14	2	25.8	"0.000 m³"	"0.000 m³/h"	"3009 h"	20.8	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"25.800 m³"	17.1	"0 s"	"6550230000"
2019-03-14	3	25.8	"0.000 m³"	"0.000 m³/h"	"3010 h"	20.3	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"25.800 m³"	16	"0 s"	"6550230000"
2019-03-14	4	25.8	"0.000 m³"	"0.000 m³/h"	"3011 h"	19.6	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"25.800 m³"	15.2	"0 s"	"6550230000"
2019-03-14	5	25.8	"0.000 m³"	"0.000 m³/h"	"3012 h"	17.4	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"25.800 m³"	14.6	"0 s"	"6550230000"
2019-03-14	6	25.908	"0.000 m³"	"0.711 m³/h"	"3013 h"	32	NA	"0.000 m³/h"	"0.435 m³/h"	"0 h"	"25.908 m³"	14.4	"0 s"	"6550230000"
2019-03-14	7	26.612	"0.000 m³"	"0.167 m³/h"	"3014 h"	32	NA	"0.080 m³/h"	"1.467 m³/h"	"0 h"	"26.612 m³"	17.7	"0 s"	"6550230000"
2019-03-14	8	26.662	"0.000 m³"	"0.030 m³/h"	"3015 h"	30.6	NA	"0.026 m³/h"	"0.091 m³/h"	"0 h"	"26.662 m³"	20.6	"0 s"	"6550230000"
2019-03-14	9	26.681	"0.000 m³"	"0.005 m³/h"	"3016 h"	30.4	NA	"0.015 m³/h"	"0.024 m³/h"	"0 h"	"26.681 m³"	24.3	"0 s"	"6550230000"
2019-03-14	10	26.689	"0.000 m³"	"0.005 m³/h"	"3017 h"	29.7	NA	"0.007 m³/h"	"0.009 m³/h"	"0 h"	"26.689 m³"	26.6	"0 s"	"6550230000"
2019-03-14	11	26.694	"0.000 m³"	"0.006 m³/h"	"3018 h"	29.7	NA	"0.005 m³/h"	"0.006 m³/h"	"0 h"	"26.694 m³"	28.6	"0 s"	"6550230000"
2019-03-14	12	26.698	"0.000 m³"	"0.000 m³/h"	"3019 h"	30.1	NA	"0.000 m³/h"	"0.005 m³/h"	"0 h"	"26.698 m³"	30.5	"0 s"	"6550230000"
2019-03-14	13	26.99	"0.000 m³"	"0.051 m³/h"	"3020 h"	32.3	NA	"0.000 m³/h"	"0.576 m³/h"	"0 h"	"26.990 m³"	32.8	"0 s"	"6550230000"
2019-03-14	14	27.598	"0.000 m³"	"0.151 m³/h"	"3021 h"	32.5	NA	"0.028 m³/h"	"1.493 m³/h"	"0 h"	"27.598 m³"	33.8	"0 s"	"6550230000"
2019-03-14	15	27.649	"0.000 m³"	"0.022 m³/h"	"3022 h"	31.8	NA	"0.027 m³/h"	"0.091 m³/h"	"0 h"	"27.649 m³"	34.6	"0 s"	"6550230000"
2019-03-14	16	27.827	"0.000 m³"	"0.727 m³/h"	"3023 h"	32.5	NA	"0.013 m³/h"	"0.662 m³/h"	"0 h"	"27.827 m³"	33.8	"0 s"	"6550230000"
2019-03-14	17	27.96	"0.000 m³"	"0.017 m³/h"	"3024 h"	31.5	NA	"0.027 m³/h"	"0.393 m³/h"	"0 h"	"27.960 m³"	32.1	"0 s"	"6550230000"
2019-03-14	18	27.974	"0.000 m³"	"0.008 m³/h"	"3025 h"	30.2	NA	"0.011 m³/h"	"0.018 m³/h"	"0 h"	"27.974 m³"	29	"0 s"	"6550230000"
2019-03-14	19	27.984	"0.000 m³"	"0.003 m³/h"	"3026 h"	29.6	NA	"0.010 m³/h"	"0.010 m³/h"	"0 h"	"27.984 m³"	26.6	"0 s"	"6550230000"
2019-03-14	20	27.991	"0.000 m³"	"0.004 m³/h"	"3027 h"	28.4	NA	"0.006 m³/h"	"0.007 m³/h"	"0 h"	"27.991 m³"	24.7	"0 s"	"6550230000"
2019-03-14	21	27.994	"0.000 m³"	"0.000 m³/h"	"3028 h"	27.6	NA	"0.002 m³/h"	"0.005 m³/h"	"0 h"	"27.994 m³"	23.7	"0 s"	"6550230000"
2019-03-14	22	27.994	"0.000 m³"	"0.000 m³/h"	"3029 h"	25.7	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"27.994 m³"	22.9	"0 s"	"6550230000"
2019-03-14	23	27.994	"0.000 m³"	"0.000 m³/h"	"3030 h"	23.5	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"27.994 m³"	21.4	"0 s"	"6550230000"
2019-03-15	0	27.994	"0.000 m³"	"0.000 m³/h"	"3031 h"	22.1	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"27.994 m³"	20	"0 s"	"6550230000"
2019-03-15	1	27.994	"0.000 m³"	"0.000 m³/h"	"3032 h"	21.1	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"27.994 m³"	18.9	"0 s"	"6550230000"
2019-03-15	2	27.994	"0.000 m³"	"0.000 m³/h"	"3033 h"	20.4	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"27.994 m³"	18.3	"0 s"	"6550230000"
2019-03-15	3	28.515	"0.000 m³"	"0.063 m³/h"	"3034 h"	31.1	NA	"0.000 m³/h"	"1.808 m³/h"	"0 h"	"28.515 m³"	20.6	"0 s"	"6550230000"
2019-03-15	4	28.551	"0.000 m³"	"0.015 m³/h"	"3035 h"	29.9	NA	"0.023 m³/h"	"0.052 m³/h"	"0 h"	"28.551 m³"	21.8	"0 s"	"6550230000"
2019-03-15	5	28.564	"0.000 m³"	"0.010 m³/h"	"3036 h"	28.4	NA	"0.011 m³/h"	"0.018 m³/h"	"0 h"	"28.564 m³"	21.6	"0 s"	"6550230000"
2019-03-15	6	28.573	"0.000 m³"	"0.010 m³/h"	"3037 h"	27.5	NA	"0.007 m³/h"	"0.010 m³/h"	"0 h"	"28.573 m³"	21.4	"0 s"	"6550230000"
2019-03-15	7	28.578	"0.000 m³"	"0.002 m³/h"	"3038 h"	26.5	NA	"0.005 m³/h"	"0.006 m³/h"	"0 h"	"28.578 m³"	20.6	"0 s"	"6550230000"
2019-03-15	8	28.773	"0.000 m³"	"0.736 m³/h"	"3039 h"	32.1	NA	"0.000 m³/h"	"0.704 m³/h"	"0 h"	"28.773 m³"	21	"0 s"	"6550230000"
2019-03-15	9	28.856	"0.000 m³"	"0.014 m³/h"	"3040 h"	29.7	NA	"0.020 m³/h"	"0.236 m³/h"	"0 h"	"28.856 m³"	22.6	"0 s"	"6550230000"
2019-03-15	10	28.867	"0.000 m³"	"0.005 m³/h"	"3041 h"	28.5	NA	"0.007 m³/h"	"0.015 m³/h"	"0 h"	"28.867 m³"	22.9	"0 s"	"6550230000"
2019-03-15	11	28.869	"0.000 m³"	"0.000 m³/h"	"3042 h"	27.5	NA	"0.000 m³/h"	"0.005 m³/h"	"0 h"	"28.869 m³"	25.1	"0 s"	"6550230000"
2019-03-15	12	28.869	"0.000 m³"	"0.000 m³/h"	"3043 h"	26.8	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"28.869 m³"	25.1	"0 s"	"6550230000"
2019-03-15	13	29.648	"0.000 m³"	"0.125 m³/h"	"3044 h"	31.9	NA	"0.000 m³/h"	"1.612 m³/h"	"0 h"	"29.648 m³"	25.5	"0 s"	"6550230000"
2019-03-15	14	29.701	"0.000 m³"	"0.028 m³/h"	"3045 h"	30.8	NA	"0.031 m³/h"	"0.086 m³/h"	"0 h"	"29.701 m³"	25.9	"0 s"	"6550230000"
2019-03-15	15	29.718	"0.000 m³"	"0.008 m³/h"	"3046 h"	29.2	NA	"0.010 m³/h"	"0.027 m³/h"	"0 h"	"29.718 m³"	24.9	"0 s"	"6550230000"
2019-03-15	16	29.725	"0.000 m³"	"0.004 m³/h"	"3047 h"	27.7	NA	"0.005 m³/h"	"0.010 m³/h"	"0 h"	"29.725 m³"	23.7	"0 s"	"6550230000"
2019-03-15	17	29.726	"0.000 m³"	"0.000 m³/h"	"3048 h"	26.4	NA	"0.000 m³/h"	"0.002 m³/h"	"0 h"	"29.726 m³"	22.2	"0 s"	"6550230000"
2019-03-15	18	29.726	"0.000 m³"	"0.000 m³/h"	"3049 h"	25.6	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"29.726 m³"	21.4	"0 s"	"6550230000"
2019-03-15	19	29.988	"0.000 m³"	"0.031 m³/h"	"3050 h"	30.3	NA	"0.035 m³/h"	"0.512 m³/h"	"0 h"	"29.988 m³"	21.8	"0 s"	"6550230000"
2019-03-15	20	30.005	"0.000 m³"	"0.009 m³/h"	"3051 h"	28.5	NA	"0.012 m³/h"	"0.025 m³/h"	"0 h"	"30.005 m³"	21.8	"0 s"	"6550230000"
2019-03-15	21	30.012	"0.000 m³"	"0.005 m³/h"	"3052 h"	27	NA	"0.005 m³/h"	"0.009 m³/h"	"0 h"	"30.012 m³"	21	"0 s"	"6550230000"
2019-03-15	22	30.013	"0.000 m³"	"0.000 m³/h"	"3053 h"	24.6	NA	"0.000 m³/h"	"0.004 m³/h"	"0 h"	"30.013 m³"	20.4	"0 s"	"6550230000"
2019-03-15	23	30.601	"0.000 m³"	"1.974 m³/h"	"3054 h"	32.4	NA	"0.003 m³/h"	"1.214 m³/h"	"0 h"	"30.601 m³"	21.2	"0 s"	"6550230000"
2019-03-16	0	30.903	"0.000 m³"	"0.041 m³/h"	"3055 h"	30.6	NA	"0.041 m³/h"	"1.026 m³/h"	"0 h"	"30.903 m³"	21.4	"0 s"	"6550230000"
2019-03-16	1	30.929	"0.000 m³"	"0.015 m³/h"	"3056 h"	29.4	NA	"0.019 m³/h"	"0.033 m³/h"	"0 h"	"30.929 m³"	20.8	"0 s"	"6550230000"
2019-03-16	2	30.946	"0.000 m³"	"0.013 m³/h"	"3057 h"	28.7	NA	"0.014 m³/h"	"0.018 m³/h"	"0 h"	"30.946 m³"	20.2	"0 s"	"6550230000"
2019-03-16	3	30.955	"0.000 m³"	"0.008 m³/h"	"3058 h"	27.1	NA	"0.007 m³/h"	"0.012 m³/h"	"0 h"	"30.955 m³"	19.6	"0 s"	"6550230000"
2019-03-16	4	30.962	"0.000 m³"	"0.005 m³/h"	"3059 h"	26.4	NA	"0.006 m³/h"	"0.007 m³/h"	"0 h"	"30.962 m³"	19.8	"0 s"	"6550230000"
2019-03-16	5	30.962	"0.000 m³"	"0.000 m³/h"	"3060 h"	23.7	NA	"0.000 m³/h"	"0.003 m³/h"	"0 h"	"30.962 m³"	19.6	"0 s"	"6550230000"
2019-03-16	6	30.962	"0.000 m³"	"0.000 m³/h"	"3061 h"	23	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"30.962 m³"	18.9	"0 s"	"6550230000"
2019-03-16	7	30.962	"0.000 m³"	"0.000 m³/h"	"3062 h"	22	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"30.962 m³"	19.1	"0 s"	"6550230000"
2019-03-16	8	30.962	"0.000 m³"	"0.000 m³/h"	"3063 h"	24.3	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"30.962 m³"	21.6	"0 s"	"6550230000"
2019-03-16	9	31.635	"0.000 m³"	"0.079 m³/h"	"3064 h"	32.1	NA	"0.000 m³/h"	"1.772 m³/h"	"0 h"	"31.635 m³"	25.1	"0 s"	"6550230000"
2019-03-16	10	31.987	"0.000 m³"	"0.058 m³/h"	"3065 h"	32.1	NA	"0.061 m³/h"	"0.729 m³/h"	"0 h"	"31.987 m³"	27.8	"0 s"	"6550230000"
2019-03-16	11	32.008	"0.000 m³"	"0.010 m³/h"	"3066 h"	31	NA	"0.012 m³/h"	"0.040 m³/h"	"0 h"	"32.008 m³"	29.7	"0 s"	"6550230000"
2019-03-16	12	32.224	"0.000 m³"	"0.733 m³/h"	"3067 h"	32.7	NA	"0.009 m³/h"	"0.713 m³/h"	"0 h"	"32.224 m³"	31.5	"0 s"	"6550230000"
2019-03-16	13	32.825	"0.000 m³"	"1.972 m³/h"	"3068 h"	32.7	NA	"0.075 m³/h"	"1.782 m³/h"	"0 h"	"32.825 m³"	33.2	"0 s"	"6550230000"
2019-03-16	14	33.095	"0.000 m³"	"0.033 m³/h"	"3069 h"	32.3	NA	"0.038 m³/h"	"0.920 m³/h"	"0 h"	"33.095 m³"	34.4	"0 s"	"6550230000"
2019-03-16	15	33.261	"0.000 m³"	"0.739 m³/h"	"3070 h"	32.6	NA	"0.017 m³/h"	"0.594 m³/h"	"0 h"	"33.261 m³"	35	"0 s"	"6550230000"
2019-03-16	16	33.483	"0.000 m³"	"0.026 m³/h"	"3071 h"	31.9	NA	"0.029 m³/h"	"0.697 m³/h"	"0 h"	"33.483 m³"	35	"0 s"	"6550230000"
2019-03-16	17	33.497	"0.000 m³"	"0.002 m³/h"	"3072 h"	30.7	NA	"0.009 m³/h"	"0.020 m³/h"	"0 h"	"33.497 m³"	32.8	"0 s"	"6550230000"
2019-03-16	18	33.896	"0.000 m³"	"0.503 m³/h"	"3073 h"	32.6	NA	"0.007 m³/h"	"0.732 m³/h"	"0 h"	"33.896 m³"	30.7	"0 s"	"6550230000"
2019-03-16	19	33.958	"0.000 m³"	"0.024 m³/h"	"3074 h"	31	NA	"0.022 m³/h"	"0.138 m³/h"	"0 h"	"33.958 m³"	27.8	"0 s"	"6550230000"
2019-03-16	20	34.548	"0.000 m³"	"0.038 m³/h"	"3075 h"	31.6	NA	"0.046 m³/h"	"1.404 m³/h"	"0 h"	"34.548 m³"	27	"0 s"	"6550230000"
2019-03-16	21	34.582	"0.000 m³"	"0.523 m³/h"	"3076 h"	32.3	NA	"0.015 m³/h"	"0.068 m³/h"	"0 h"	"34.582 m³"	25.7	"0 s"	"6550230000"
2019-03-16	22	34.869	"0.000 m³"	"0.031 m³/h"	"3077 h"	31.2	NA	"0.038 m³/h"	"0.708 m³/h"	"0 h"	"34.869 m³"	25.3	"0 s"	"6550230000"
2019-03-16	23	34.889	"0.000 m³"	"0.000 m³/h"	"3078 h"	30	NA	"0.014 m³/h"	"0.027 m³/h"	"0 h"	"34.889 m³"	24.7	"0 s"	"6550230000"
2019-03-17	0	34.899	"0.000 m³"	"0.011 m³/h"	"3079 h"	29	NA	"0.008 m³/h"	"0.011 m³/h"	"0 h"	"34.899 m³"	23.9	"0 s"	"6550230000"
2019-03-17	1	34.905	"0.000 m³"	"0.007 m³/h"	"3080 h"	28.2	NA	"0.006 m³/h"	"0.007 m³/h"	"0 h"	"34.905 m³"	23.1	"0 s"	"6550230000"
2019-03-17	2	34.911	"0.000 m³"	"0.010 m³/h"	"3081 h"	28	NA	"0.006 m³/h"	"0.006 m³/h"	"0 h"	"34.911 m³"	23.1	"0 s"	"6550230000"
2019-03-17	3	34.915	"0.000 m³"	"0.000 m³/h"	"3082 h"	27.4	NA	"0.001 m³/h"	"0.005 m³/h"	"0 h"	"34.915 m³"	23.3	"0 s"	"6550230000"
2019-03-17	4	34.915	"0.000 m³"	"0.000 m³/h"	"3083 h"	26.9	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"34.915 m³"	23.1	"0 s"	"6550230000"
2019-03-17	5	34.915	"0.000 m³"	"0.000 m³/h"	"3084 h"	24.5	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"34.915 m³"	22.2	"0 s"	"6550230000"
2019-03-17	6	34.915	"0.000 m³"	"0.000 m³/h"	"3085 h"	24	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"34.915 m³"	21.6	"0 s"	"6550230000"
2019-03-17	7	34.915	"0.000 m³"	"0.000 m³/h"	"3086 h"	23.7	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"34.915 m³"	21.8	"0 s"	"6550230000"
2019-03-17	8	34.915	"0.000 m³"	"0.000 m³/h"	"3087 h"	25.2	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"34.915 m³"	23.1	"0 s"	"6550230000"
2019-03-17	9	35.412	"0.000 m³"	"0.588 m³/h"	"3088 h"	32.6	NA	"0.072 m³/h"	"1.266 m³/h"	"0 h"	"35.412 m³"	26.2	"0 s"	"6550230000"
2019-03-17	10	35.683	"0.000 m³"	"0.026 m³/h"	"3089 h"	31.7	NA	"0.036 m³/h"	"0.735 m³/h"	"0 h"	"35.683 m³"	28.4	"0 s"	"6550230000"
2019-03-17	11	35.707	"0.000 m³"	"0.020 m³/h"	"3090 h"	31.5	NA	"0.019 m³/h"	"0.026 m³/h"	"0 h"	"35.707 m³"	29	"0 s"	"6550230000"
2019-03-17	12	35.72	"0.000 m³"	"0.010 m³/h"	"3091 h"	31.5	NA	"0.012 m³/h"	"0.016 m³/h"	"0 h"	"35.720 m³"	30.9	"0 s"	"6550230000"
2019-03-17	13	35.727	"0.000 m³"	"0.003 m³/h"	"3092 h"	30.7	NA	"0.005 m³/h"	"0.010 m³/h"	"0 h"	"35.727 m³"	31.7	"0 s"	"6550230000"
2019-03-17	14	35.974	"0.000 m³"	"0.097 m³/h"	"3093 h"	32.6	NA	"0.005 m³/h"	"0.627 m³/h"	"0 h"	"35.974 m³"	33.2	"0 s"	"6550230000"
2019-03-17	15	36.008	"0.000 m³"	"0.011 m³/h"	"3094 h"	32	NA	"0.015 m³/h"	"0.064 m³/h"	"0 h"	"36.008 m³"	34	"0 s"	"6550230000"
2019-03-17	16	36.209	"0.000 m³"	"1.818 m³/h"	"3095 h"	32.8	NA	"0.004 m³/h"	"0.783 m³/h"	"0 h"	"36.209 m³"	33.6	"0 s"	"6550230000"
2019-03-17	17	36.547	"0.000 m³"	"0.024 m³/h"	"3096 h"	32.1	NA	"0.029 m³/h"	"1.217 m³/h"	"0 h"	"36.547 m³"	33	"0 s"	"6550230000"
2019-03-17	18	37.396	"0.000 m³"	"0.056 m³/h"	"3097 h"	32.5	NA	"0.070 m³/h"	"1.848 m³/h"	"0 h"	"37.396 m³"	31.7	"0 s"	"6550230000"
2019-03-17	19	37.429	"0.000 m³"	"0.022 m³/h"	"3098 h"	31.8	NA	"0.024 m³/h"	"0.045 m³/h"	"0 h"	"37.429 m³"	30.3	"0 s"	"6550230000"
2019-03-17	20	37.443	"0.000 m³"	"0.012 m³/h"	"3099 h"	30.7	NA	"0.011 m³/h"	"0.018 m³/h"	"0 h"	"37.443 m³"	28.6	"0 s"	"6550230000"
2019-03-17	21	37.696	"0.000 m³"	"0.134 m³/h"	"3100 h"	32.5	NA	"0.007 m³/h"	"0.554 m³/h"	"0 h"	"37.696 m³"	27.2	"0 s"	"6550230000"
2019-03-17	22	37.737	"0.000 m³"	"0.009 m³/h"	"3101 h"	30.9	NA	"0.018 m³/h"	"0.082 m³/h"	"0 h"	"37.737 m³"	25.9	"0 s"	"6550230000"
2019-03-17	23	37.748	"0.000 m³"	"0.001 m³/h"	"3102 h"	29.4	NA	"0.007 m³/h"	"0.014 m³/h"	"0 h"	"37.748 m³"	24.5	"0 s"	"6550230000"
2019-03-18	0	37.753	"0.000 m³"	"0.009 m³/h"	"3103 h"	28.2	NA	"0.005 m³/h"	"0.006 m³/h"	"0 h"	"37.753 m³"	23.5	"0 s"	"6550230000"
2019-03-18	1	37.755	"0.000 m³"	"0.000 m³/h"	"3104 h"	27.6	NA	"0.000 m³/h"	"0.005 m³/h"	"0 h"	"37.755 m³"	22.6	"0 s"	"6550230000"
2019-03-18	2	37.755	"0.000 m³"	"0.000 m³/h"	"3105 h"	26.5	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"37.755 m³"	21.4	"0 s"	"6550230000"
2019-03-18	3	37.755	"0.000 m³"	"0.000 m³/h"	"3106 h"	24.6	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"37.755 m³"	20.2	"0 s"	"6550230000"
2019-03-18	4	37.755	"0.000 m³"	"0.000 m³/h"	"3107 h"	24.2	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"37.755 m³"	19.8	"0 s"	"6550230000"
2019-03-18	5	37.755	"0.000 m³"	"0.000 m³/h"	"3108 h"	21.5	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"37.755 m³"	18.7	"0 s"	"6550230000"
2019-03-18	6	37.755	"0.000 m³"	"0.000 m³/h"	"3109 h"	21.3	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"37.755 m³"	17.5	"0 s"	"6550230000"
2019-03-18	7	38.287	"0.000 m³"	"0.051 m³/h"	"3110 h"	31.8	NA	"0.000 m³/h"	"1.487 m³/h"	"0 h"	"38.287 m³"	21	"0 s"	"6550230000"
2019-03-18	8	38.354	"0.000 m³"	"0.640 m³/h"	"3111 h"	32.8	NA	"0.020 m³/h"	"0.176 m³/h"	"0 h"	"38.354 m³"	24.7	"0 s"	"6550230000"
2019-03-18	9	38.588	"0.000 m³"	"0.021 m³/h"	"3112 h"	32	NA	"0.036 m³/h"	"0.706 m³/h"	"0 h"	"38.588 m³"	26.6	"0 s"	"6550230000"
2019-03-18	10	38.605	"0.000 m³"	"0.006 m³/h"	"3113 h"	31.3	NA	"0.013 m³/h"	"0.025 m³/h"	"0 h"	"38.605 m³"	27.4	"0 s"	"6550230000"
2019-03-18	11	38.613	"0.000 m³"	"0.000 m³/h"	"3114 h"	30	NA	"0.004 m³/h"	"0.013 m³/h"	"0 h"	"38.613 m³"	28	"0 s"	"6550230000"
2019-03-18	12	39.466	"0.000 m³"	"0.178 m³/h"	"3115 h"	32.8	NA	"0.000 m³/h"	"2.028 m³/h"	"0 h"	"39.466 m³"	29	"0 s"	"6550230000"
2019-03-18	13	39.529	"0.000 m³"	"0.030 m³/h"	"3116 h"	32.3	NA	"0.031 m³/h"	"0.116 m³/h"	"0 h"	"39.529 m³"	30.1	"0 s"	"6550230000"
2019-03-18	14	39.546	"0.000 m³"	"0.009 m³/h"	"3117 h"	31.4	NA	"0.011 m³/h"	"0.024 m³/h"	"0 h"	"39.546 m³"	30.5	"0 s"	"6550230000"
2019-03-18	15	39.85	"0.000 m³"	"0.750 m³/h"	"3118 h"	32.9	NA	"0.010 m³/h"	"0.734 m³/h"	"0 h"	"39.850 m³"	30.1	"0 s"	"6550230000"
2019-03-18	16	39.947	"0.000 m³"	"0.022 m³/h"	"3119 h"	31.7	NA	"0.025 m³/h"	"0.270 m³/h"	"0 h"	"39.947 m³"	29.5	"0 s"	"6550230000"
2019-03-18	17	39.959	"0.000 m³"	"0.005 m³/h"	"3120 h"	29.7	NA	"0.009 m³/h"	"0.017 m³/h"	"0 h"	"39.959 m³"	27.2	"0 s"	"6550230000"
2019-03-18	18	39.965	"0.000 m³"	"0.006 m³/h"	"3121 h"	28.4	NA	"0.005 m³/h"	"0.007 m³/h"	"0 h"	"39.965 m³"	24.3	"0 s"	"6550230000"
2019-03-18	19	40.889	"0.000 m³"	"0.056 m³/h"	"3122 h"	32	NA	"0.073 m³/h"	"1.970 m³/h"	"0 h"	"40.889 m³"	23.9	"0 s"	"6550230000"
2019-03-18	20	40.922	"0.000 m³"	"0.024 m³/h"	"3123 h"	30.8	NA	"0.022 m³/h"	"0.046 m³/h"	"0 h"	"40.922 m³"	23.1	"0 s"	"6550230000"
2019-03-18	21	40.933	"0.000 m³"	"0.005 m³/h"	"3124 h"	29	NA	"0.009 m³/h"	"0.016 m³/h"	"0 h"	"40.933 m³"	22.2	"0 s"	"6550230000"
2019-03-18	22	40.94	"0.000 m³"	"0.000 m³/h"	"3125 h"	27.9	NA	"0.004 m³/h"	"0.009 m³/h"	"0 h"	"40.940 m³"	21.4	"0 s"	"6550230000"
2019-03-18	23	40.94	"0.000 m³"	"0.000 m³/h"	"3126 h"	27.1	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"40.940 m³"	20.2	"0 s"	"6550230000"
2019-03-19	0	40.941	"0.000 m³"	"0.000 m³/h"	"3127 h"	26.6	NA	"0.000 m³/h"	"0.001 m³/h"	"0 h"	"40.941 m³"	20	"0 s"	"6550230000"
2019-03-19	1	40.941	"0.000 m³"	"0.000 m³/h"	"3128 h"	26.4	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"40.941 m³"	18.9	"0 s"	"6550230000"
2019-03-19	2	40.941	"0.000 m³"	"0.000 m³/h"	"3129 h"	24.8	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"40.941 m³"	18.5	"0 s"	"6550230000"
2019-03-19	3	40.941	"0.000 m³"	"0.000 m³/h"	"3130 h"	23.6	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"40.941 m³"	17.9	"0 s"	"6550230000"
2019-03-19	4	40.941	"0.000 m³"	"0.000 m³/h"	"3131 h"	23.1	NA	"0.000 m³/h"	"0.000 m³/h"	"0 h"	"40.941 m³"	17.5	"0 s"	"6550230000"
2019-03-19	5	41.193	"0.000 m³"	"0.037 m³/h"	"3132 h"	30.9	NA	"0.050 m³/h"	"0.708 m³/h"	"0 h"	"41.193 m³"	19.3	"0 s"	"6550230000"
2019-03-19	6	41.21	"0.000 m³"	"0.006 m³/h"	"3133 h"	28	NA	"0.008 m³/h"	"0.029 m³/h"	"0 h"	"41.210 m³"	19.3	"0 s"	"6550230000"
